ID,Name,Definition,Source,Namespace,Primary_System,Subcategory_Code,Subcategory_Name,Subcategory_Description,All_Systems,Inflammation_Polarity,Confidence_Score,Decision_Path,Classification_Date,Version
GO:0000712,resolution of meiotic recombination intermediates,"The cleavage and rejoining of intermediates, such as Holliday junctions, formed during meiotic recombination to produce two intact molecules in which genetic material has been exchanged.",GO,biological_process,System A: Self-Healing & Structural Reconstruction,A4,Inflammation Resolution and Damage Containment,"Efferocytosis, pro-resolving mediators, tissue homeostasis restoration",['System A: Self-Healing & Structural Reconstruction'],pro-resolving,0.9,"['pattern_matching', 'single_match_A', 'inflammation_resolution_rule']",2025-12-24 18:05:48,v8.0
GO:0007291,sperm individualization,The resolution of the male germline syncytium or cyst into individual gametes by packaging each spermatid into its own plasma membrane.,GO,biological_process,System A: Self-Healing & Structural Reconstruction,A4,Inflammation Resolution and Damage Containment,"Efferocytosis, pro-resolving mediators, tissue homeostasis restoration","['System A: Self-Healing & Structural Reconstruction', 'System E: Reproduction & Continuity']",pro-resolving,0.8,"['pattern_matching', 'priority_rule_A', 'inflammation_resolution_rule']",2025-12-24 18:05:50,v8.0
GO:0010196,nonphotochemical quenching,"The process by which excess light energy absorbed by chlorophyll and not used to drive photosynthesis is emitted as heat. This process helps maintain the balance between dissipation and utilization of light energy to minimize generation of oxidizing molecules, thereby protecting the plant against photo-oxidative damage.",GO,biological_process,System A: Self-Healing & Structural Reconstruction,A4,Inflammation Resolution and Damage Containment,"Efferocytosis, pro-resolving mediators, tissue homeostasis restoration",['System A: Self-Healing & Structural Reconstruction'],pro-resolving,0.9,"['pattern_matching', 'single_match_A', 'inflammation_resolution_rule']",2025-12-24 18:05:51,v8.0
GO:0016233,telomere capping,"A process in which telomeres are protected from degradation and fusion, thereby ensuring chromosome stability by protecting the ends from both degradation and from being recognized as damaged DNA. May be mediated by specific single- or double-stranded telomeric DNA binding proteins.",GO,biological_process,System A: Self-Healing & Structural Reconstruction,A4,Inflammation Resolution and Damage Containment,"Efferocytosis, pro-resolving mediators, tissue homeostasis restoration",['System A: Self-Healing & Structural Reconstruction'],pro-resolving,0.9,"['pattern_matching', 'single_match_A', 'inflammation_resolution_rule']",2025-12-24 18:05:52,v8.0
GO:0019342,trypanothione biosynthetic process,"The chemical reactions and pathways resulting in the formation of trypanothione (N1,N6,-bis(glutathionyl)spermidine) in two steps from glutathione and spermidine via an N1- or N8-glutathionylspermidine intermediate. Trypanothione appears to be an essential redox intermediate in intracellular thiol redox regulation. It also plays a role in protecting against oxidative stress.",GO,biological_process,System A: Self-Healing & Structural Reconstruction,A4,Inflammation Resolution and Damage Containment,"Efferocytosis, pro-resolving mediators, tissue homeostasis restoration","['System A: Self-Healing & Structural Reconstruction', 'System C: Energy & Metabolic Homeostasis', 'System E: Reproduction & Continuity']",pro-resolving,0.8,"['pattern_matching', 'priority_rule_A', 'inflammation_resolution_rule']",2025-12-24 18:05:53,v8.0
GO:0046206,trypanothione metabolic process,"The chemical reactions and pathways involving trypanothione (N1,N6,-bis(glutathionyl)spermidine), an essential redox intermediate in intracellular thiol redox regulation which also plays a role in protecting against oxidative stress.",GO,biological_process,System A: Self-Healing & Structural Reconstruction,A4,Inflammation Resolution and Damage Containment,"Efferocytosis, pro-resolving mediators, tissue homeostasis restoration","['System A: Self-Healing & Structural Reconstruction', 'System C: Energy & Metabolic Homeostasis', 'System E: Reproduction & Continuity']",pro-resolving,0.8,"['pattern_matching', 'priority_rule_A', 'inflammation_resolution_rule']",2025-12-24 18:05:57,v8.0
GO:0046207,trypanothione catabolic process,"The chemical reactions and pathways resulting in the breakdown of trypanothione (N1,N6,-bis(glutathionyl)spermidine), an essential redox intermediate in intracellular thiol redox regulation which also plays a role in protecting against oxidative stress.",GO,biological_process,System A: Self-Healing & Structural Reconstruction,A4,Inflammation Resolution and Damage Containment,"Efferocytosis, pro-resolving mediators, tissue homeostasis restoration","['System A: Self-Healing & Structural Reconstruction', 'System C: Energy & Metabolic Homeostasis', 'System E: Reproduction & Continuity']",pro-resolving,0.8,"['pattern_matching', 'priority_rule_A', 'inflammation_resolution_rule']",2025-12-24 18:05:57,v8.0
GO:0061820,telomeric D-loop disassembly,"A telomere loop disassembly process that results in the disassembly of telomeric D-loops. A telomeric D-loop is a three-stranded DNA displacement loop that forms at the site where the telomeric 3' single-stranded DNA overhang (formed of the repeat sequence TTAGGG in mammals) is tucked back inside the double-stranded component of telomeric DNA molecule, thus forming a t-loop or telomeric-loop and protecting the chromosome terminus.",GO,biological_process,System A: Self-Healing & Structural Reconstruction,A4,Inflammation Resolution and Damage Containment,"Efferocytosis, pro-resolving mediators, tissue homeostasis restoration",['System A: Self-Healing & Structural Reconstruction'],pro-resolving,0.9,"['pattern_matching', 'single_match_A', 'inflammation_resolution_rule']",2025-12-24 18:06:00,v8.0
GO:0070550,rDNA chromatin condensation,"The process in which the chromatin structure of the rDNA repeats is compacted. In S. cerevisiae, condensation and resolution of the rDNA occurs during anaphase.",GO,biological_process,System A: Self-Healing & Structural Reconstruction,A4,Inflammation Resolution and Damage Containment,"Efferocytosis, pro-resolving mediators, tissue homeostasis restoration",['System A: Self-Healing & Structural Reconstruction'],pro-resolving,0.9,"['pattern_matching', 'single_match_A', 'inflammation_resolution_rule']",2025-12-24 18:06:00,v8.0
GO:0071139,resolution of DNA recombination intermediates,"The cleavage and rejoining of intermediates, such as Holliday junctions, formed during DNA recombination to produce two intact molecules in which genetic material has been exchanged.",GO,biological_process,System A: Self-Healing & Structural Reconstruction,A4,Inflammation Resolution and Damage Containment,"Efferocytosis, pro-resolving mediators, tissue homeostasis restoration",['System A: Self-Healing & Structural Reconstruction'],pro-resolving,0.9,"['pattern_matching', 'single_match_A', 'inflammation_resolution_rule']",2025-12-24 18:06:00,v8.0
