ID,Name,Definition,Source,Namespace,Primary_System,Subcategory_Code,Subcategory_Name,Subcategory_Description,All_Systems,Inflammation_Polarity,Confidence_Score,Decision_Path,Classification_Date,Version
GO:0000011,vacuole inheritance,"The distribution of vacuoles into daughter cells after mitosis or meiosis, mediated by interactions between vacuoles and the cytoskeleton.",GO,biological_process,System A: Self-Healing & Structural Reconstruction,A3,Cellular Homeostasis and Structural Maintenance,"Proteostasis, autophagy, organelle biogenesis and repair","['System A: Self-Healing & Structural Reconstruction', 'System 0: General Molecular Machinery']",,0.8,"['pattern_matching', 'priority_rule_A']",2025-12-24 18:05:48,v8.0
GO:0000226,microtubule cytoskeleton organization,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising microtubules and their associated proteins.",GO,biological_process,System A: Self-Healing & Structural Reconstruction,A3,Cellular Homeostasis and Structural Maintenance,"Proteostasis, autophagy, organelle biogenesis and repair",['System A: Self-Healing & Structural Reconstruction'],,0.9,"['pattern_matching', 'single_match_A']",2025-12-24 18:05:48,v8.0
GO:0000422,autophagy of mitochondrion,The autophagic process in which mitochondria are delivered to a type of vacuole and degraded in response to changing cellular conditions.,GO,biological_process,System A: Self-Healing & Structural Reconstruction,A3,Cellular Homeostasis and Structural Maintenance,"Proteostasis, autophagy, organelle biogenesis and repair",['System A: Self-Healing & Structural Reconstruction'],,0.9,"['pattern_matching', 'single_match_A']",2025-12-24 18:05:48,v8.0
GO:0000423,mitophagy,The selective autophagy process in which a mitochondrion is degraded by macroautophagy.,GO,biological_process,System A: Self-Healing & Structural Reconstruction,A3,Cellular Homeostasis and Structural Maintenance,"Proteostasis, autophagy, organelle biogenesis and repair",['System A: Self-Healing & Structural Reconstruction'],,0.9,"['pattern_matching', 'single_match_A']",2025-12-24 18:05:48,v8.0
GO:0000424,micromitophagy,Degradation of a mitochondrion by microautophagy.,GO,biological_process,System A: Self-Healing & Structural Reconstruction,A3,Cellular Homeostasis and Structural Maintenance,"Proteostasis, autophagy, organelle biogenesis and repair",['System A: Self-Healing & Structural Reconstruction'],,0.9,"['pattern_matching', 'single_match_A']",2025-12-24 18:05:48,v8.0
GO:0000425,pexophagy,The selective autophagy process in which a peroxisome is degraded by macroautophagy.,GO,biological_process,System A: Self-Healing & Structural Reconstruction,A3,Cellular Homeostasis and Structural Maintenance,"Proteostasis, autophagy, organelle biogenesis and repair","['System A: Self-Healing & Structural Reconstruction', 'System C: Energy & Metabolic Homeostasis']",,0.8,"['pattern_matching', 'priority_rule_A']",2025-12-24 18:05:48,v8.0
GO:0000426,micropexophagy,Degradation of a peroxisome by microautophagy.,GO,biological_process,System A: Self-Healing & Structural Reconstruction,A3,Cellular Homeostasis and Structural Maintenance,"Proteostasis, autophagy, organelle biogenesis and repair","['System A: Self-Healing & Structural Reconstruction', 'System C: Energy & Metabolic Homeostasis']",,0.8,"['pattern_matching', 'priority_rule_A']",2025-12-24 18:05:48,v8.0
GO:0001894,tissue homeostasis,"A homeostatic process involved in the maintenance of an internal steady state within a defined tissue of an organism, including control of cellular proliferation and death and control of metabolic function.",GO,biological_process,System A: Self-Healing & Structural Reconstruction,A3,Cellular Homeostasis and Structural Maintenance,"Proteostasis, autophagy, organelle biogenesis and repair",['System A: Self-Healing & Structural Reconstruction'],,0.6400000000000001,"['complex_pathway', 'constructive_dominant', 'system_A', 'complex_pathway_analysis']",2025-12-24 18:05:49,v8.0
GO:0001895,retina homeostasis,"A tissue homeostatic process involved in the maintenance of an internal equilibrium within the retina of the eye, including control of cellular proliferation and death and control of metabolic function.",GO,biological_process,System A: Self-Healing & Structural Reconstruction,A3,Cellular Homeostasis and Structural Maintenance,"Proteostasis, autophagy, organelle biogenesis and repair",['System A: Self-Healing & Structural Reconstruction'],,0.6400000000000001,"['complex_pathway', 'constructive_dominant', 'system_A', 'complex_pathway_analysis']",2025-12-24 18:05:49,v8.0
GO:0002260,lymphocyte homeostasis,The process of regulating the proliferation and elimination of lymphocytes such that the total number of lymphocytes within a whole or part of an organism is stable over time in the absence of an outside stimulus.,GO,biological_process,System A: Self-Healing & Structural Reconstruction,A3,Cellular Homeostasis and Structural Maintenance,"Proteostasis, autophagy, organelle biogenesis and repair",['System A: Self-Healing & Structural Reconstruction'],,0.7200000000000001,"['pattern_matching', 'single_match_A', 'balanced_pathway_standard_classification', 'complex_pathway_analysis']",2025-12-24 18:05:49,v8.0
